dataset,profile_type,metric_a,metric_b,correlation,pvalue,confidence_interval
Movies_and_TV,iterative,rouge1_f,hit_rate_at_10,-0.053726839749418935,0.8828112025219377,"(-0.6609931745115099, 0.5960629785469944)"
Movies_and_TV,iterative,rouge1_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,rouge1_f,ndcg_at_5,-0.3752510986291776,0.2852881376662548,"(-0.8128313850729622, 0.33306865333869756)"
Movies_and_TV,iterative,rouge1_f,ndcg_at_10,-0.23004730555806996,0.5225682736754562,"(-0.7509090589309626, 0.4672585086517741)"
Movies_and_TV,iterative,rouge1_f,true_positive,-0.24663463736411748,0.4921241791170755,"(-0.7584785784846253, 0.45339891734832954)"
Movies_and_TV,iterative,rouge1_f,true_negative,-0.19516979197149,0.5889602224897809,"(-0.7345336360093995, 0.4953239084577474)"
Movies_and_TV,iterative,rouge1_f,accuracy,-0.3920418766632268,0.2625071353228699,"(-0.8194060812369838, 0.31545008329666163)"
Movies_and_TV,iterative,bleu4,hit_rate_at_1,-0.043432808791727534,0.9051697543318422,"(-0.6551432737937068, 0.6026744926756559)"
Movies_and_TV,iterative,bleu4,hit_rate_at_5,-0.4628299437271492,0.1779831626754813,"(-0.8459407348010207, 0.23539188295180422)"
Movies_and_TV,iterative,bleu4,hit_rate_at_10,-0.12087499089608786,0.7394154988745913,"(-0.6974231536151707, 0.5506598699317078)"
Movies_and_TV,iterative,bleu4,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bleu4,ndcg_at_5,-0.28343949704096416,0.42743242608812243,"(-0.7747951157861563, 0.42138813531059927)"
Movies_and_TV,iterative,bleu4,ndcg_at_10,-0.20913422014049082,0.5620081891894152,"(-0.7411663940257122, 0.48425734693845335)"
Movies_and_TV,iterative,bleu4,true_positive,-0.13550828284926741,0.7089590151232277,"(-0.7049855159545872, 0.5402083679588183)"
Movies_and_TV,iterative,bleu4,true_negative,0.0015206457236540114,0.9966735951713707,"(-0.6287076035554557, 0.6305432397123987)"
Movies_and_TV,iterative,bleu4,accuracy,-0.17173176315289504,0.6352210855183464,"(-0.7231645678566638, 0.513407685136351)"
Movies_and_TV,iterative,bleu3,hit_rate_at_1,-0.011141876610642299,0.9756301703695627,"(-0.6363043628295679, 0.6228538798695266)"
Movies_and_TV,iterative,bleu3,hit_rate_at_5,-0.41064369075073776,0.23848227990321613,"(-0.826560948701739, 0.2953445550565653)"
Movies_and_TV,iterative,bleu3,hit_rate_at_10,-0.0863266333480762,0.8125614945615032,"(-0.6790444770032048, 0.5745272444088082)"
Movies_and_TV,iterative,bleu3,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bleu3,ndcg_at_5,-0.2804551012258892,0.4325243660195518,"(-0.7734960019130831, 0.4240509195440708)"
Movies_and_TV,iterative,bleu3,ndcg_at_10,-0.219596744866513,0.5421342291029386,"(-0.7460686890485364, 0.4758180014543013)"
Movies_and_TV,iterative,bleu3,true_positive,-0.10281220464703775,0.7774605525421674,"(-0.6879079737773856, 0.5632768468531248)"
Movies_and_TV,iterative,bleu3,true_negative,-0.014599781417725305,0.9680697847698833,"(-0.6383580353416902, 0.6207325447632681)"
Movies_and_TV,iterative,bleu3,accuracy,-0.15832636221384996,0.6622130450662336,"(-0.7165248499271495, 0.5234842170561125)"
Movies_and_TV,iterative,bertscore_precision,hit_rate_at_1,0.15427427974431457,0.6704430535582995,"(-0.5264929933702848, 0.7144977393343769)"
Movies_and_TV,iterative,bertscore_precision,hit_rate_at_5,0.5212062020095588,0.12236882579894803,"(-0.16137908831112893, 0.866482995265119)"
Movies_and_TV,iterative,bertscore_precision,hit_rate_at_10,-0.053101771577692136,0.8841668689800153,"(-0.6606400527595082, 0.5964669676351446)"
Movies_and_TV,iterative,bertscore_precision,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bertscore_precision,ndcg_at_5,-0.03437952303567217,0.9248836192543995,"(-0.6499371207894887, 0.6084167189091594)"
Movies_and_TV,iterative,bertscore_precision,ndcg_at_10,-0.2679056821555398,0.45423827679773315,"(-0.7679874957858925, 0.4351162246943458)"
Movies_and_TV,iterative,bertscore_precision,true_positive,0.13544915463809198,0.7090813659375248,"(-0.5402510226166987, 0.7049552173569794)"
Movies_and_TV,iterative,bertscore_precision,true_negative,-0.21176308012001394,0.556988288452136,"(-0.7424035269314876, 0.48214890785438685)"
Movies_and_TV,iterative,bertscore_precision,accuracy,-0.15266205620231366,0.6737264232211672,"(-0.7136885778986207, 0.5276853877485929)"
Movies_and_TV,iterative,rouge2_f,hit_rate_at_1,-0.0013076079635015907,0.9971396124706446,"(-0.6304148850255954, 0.6288364161907825)"
Movies_and_TV,iterative,rouge2_f,hit_rate_at_5,-0.16467050017842097,0.6493931581156227,"(-0.719679770245305, 0.5187391283966979)"
Movies_and_TV,iterative,rouge2_f,hit_rate_at_10,-0.2589793565501011,0.4699745056277883,"(-0.7640237763564769, 0.4428597494120477)"
Movies_and_TV,iterative,rouge2_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,rouge2_f,ndcg_at_5,-0.4215391280486595,0.22500821441740887,"(-0.8306901842035588, 0.2832706317051164)"
Movies_and_TV,iterative,rouge2_f,ndcg_at_10,-0.40069791472254696,0.2511680279488644,"(-0.8227521259868519, 0.30617267258179726)"
Movies_and_TV,iterative,rouge2_f,true_positive,-0.18013896543475927,0.6184860423861696,"(-0.7272773062148093, 0.5069902904927982)"
Movies_and_TV,iterative,rouge2_f,true_negative,-0.05798472339370185,0.873584028269296,"(-0.6633914594493211, 0.5933022758692977)"
Movies_and_TV,iterative,rouge2_f,accuracy,-0.3484274454259452,0.32380031339996085,"(-0.8020916211497505, 0.3602245968419315)"
Movies_and_TV,iterative,bertscore_f1,hit_rate_at_1,-0.08059149250764303,0.8248466816945016,"(-0.6759199110791387, 0.5783834432067989)"
Movies_and_TV,iterative,bertscore_f1,hit_rate_at_5,0.5210673812072987,0.12248619167318035,"(-0.1615646982117524, 0.8664354937845424)"
Movies_and_TV,iterative,bertscore_f1,hit_rate_at_10,0.06966166335791547,0.8483524461339937,"(-0.5856518026215416, 0.6699053680757141)"
Movies_and_TV,iterative,bertscore_f1,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bertscore_f1,ndcg_at_5,0.40253547072539736,0.24879657377097336,"(-0.30418577795163404, 0.8234587004019148)"
Movies_and_TV,iterative,bertscore_f1,ndcg_at_10,0.11742991086794097,0.7466351489071713,"(-0.5530901975156193, 0.6956238949290245)"
Movies_and_TV,iterative,bertscore_f1,true_positive,0.4214695384404963,0.2250928664415398,"(-0.28334846387482227, 0.8306639526741157)"
Movies_and_TV,iterative,bertscore_f1,true_negative,0.09810986572706448,0.7874385551431806,"(-0.5665112821788992, 0.6853974185798959)"
Movies_and_TV,iterative,bertscore_f1,accuracy,0.43548970937824094,0.2084044146031727,"(-0.26747790135263844, 0.8359123699994186)"
Movies_and_TV,iterative,rougeL_f,hit_rate_at_1,0.2125663652237773,0.555457874528217,"(-0.4815030373103405, 0.7427808298025484)"
Movies_and_TV,iterative,rougeL_f,hit_rate_at_5,-0.2783086746197113,0.4362037902238366,"(-0.7725590894798862, 0.4259585365696476)"
Movies_and_TV,iterative,rougeL_f,hit_rate_at_10,-0.07836140290788338,0.8296331377094284,"(-0.6746991277143171, 0.579875002419342)"
Movies_and_TV,iterative,rougeL_f,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,rougeL_f,ndcg_at_5,-0.390547830215928,0.2644922725722539,"(-0.8188255859760398, 0.3170378092209891)"
Movies_and_TV,iterative,rougeL_f,ndcg_at_10,-0.2551572426685079,0.4767849235017164,"(-0.762314835928963, 0.4461436983779925)"
Movies_and_TV,iterative,rougeL_f,true_positive,-0.21145740153010173,0.5575710955116867,"(-0.742259861280618, 0.4823944866317731)"
Movies_and_TV,iterative,rougeL_f,true_negative,-0.17859644836980504,0.6215449848797183,"(-0.7265256505827034, 0.5081734601339641)"
Movies_and_TV,iterative,rougeL_f,accuracy,-0.3467248824833304,0.3263313620727978,"(-0.8013998924049605, 0.36190864688468205)"
Movies_and_TV,iterative,bertscore_recall,hit_rate_at_1,-0.12347683040801752,0.7339750695329154,"(-0.6987772134892252, 0.5488168281097677)"
Movies_and_TV,iterative,bertscore_recall,hit_rate_at_5,0.4219756963644228,0.22447756584733305,"(-0.2827821420156335, 0.8308547054796707)"
Movies_and_TV,iterative,bertscore_recall,hit_rate_at_10,0.0919282419945897,0.8005977685224215,"(-0.5707322940738503, 0.6820757014162874)"
Movies_and_TV,iterative,bertscore_recall,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bertscore_recall,ndcg_at_5,0.42300349907624724,0.22323108808748077,"(-0.2816306567429946, 0.8312417521131218)"
Movies_and_TV,iterative,bertscore_recall,ndcg_at_10,0.1805056345153652,0.6177596796847541,"(-0.5067086598381908, 0.7274557881219983)"
Movies_and_TV,iterative,bertscore_recall,true_positive,0.4027699549708329,0.2484948615625206,"(-0.3039317939605396, 0.8235487701168909)"
Movies_and_TV,iterative,bertscore_recall,true_negative,0.15762001470444395,0.6636453639010953,"(-0.5240099249800096, 0.7161721669366692)"
Movies_and_TV,iterative,bertscore_recall,accuracy,0.48309632809828856,0.157242065979071,"(-0.21058305142918357, 0.8532035679941883)"
Movies_and_TV,iterative,bleu2,hit_rate_at_1,0.15171074931673983,0.6756661384722282,"(-0.5283877151282479, 0.713210421527298)"
Movies_and_TV,iterative,bleu2,hit_rate_at_5,-0.3002773955783489,0.3992343252102415,"(-0.7820477563222579, 0.40613354710737165)"
Movies_and_TV,iterative,bleu2,hit_rate_at_10,0.006023897189593345,0.9868232030555806,"(-0.6259766098519651, 0.6332484104097136)"
Movies_and_TV,iterative,bleu2,ndcg_at_1,0.0,1.0,"(nan, nan)"
Movies_and_TV,iterative,bleu2,ndcg_at_5,-0.3130801906799366,0.37841093912274043,"(-0.7874763744926305, 0.3942650189091946)"
Movies_and_TV,iterative,bleu2,ndcg_at_10,-0.24923872776133893,0.4874150086744905,"(-0.7596545262602463, 0.4511918767032301)"
Movies_and_TV,iterative,bleu2,true_positive,-0.03928725983504527,0.9141916450966907,"(-0.6527665365273164, 0.6053122204266581)"
Movies_and_TV,iterative,bleu2,true_negative,-0.031034558579194443,0.9321772513323974,"(-0.6479988485196925, 0.6105214371055306)"
Movies_and_TV,iterative,bleu2,accuracy,-0.11746275990339576,0.7465662243351486,"(-0.6956410852839834, 0.5530670779652493)"
